Customer ID,Anastasia Beverly Hills,Discount of Women's Active Shoes,Dress sale - 30 percent off,Home Closeout,Johnston and Murphy,Lancome Gift with Purchase,Shoe and Handbag sale,Free shipping on orders over $49,Save 10% with store pickup,Women's Sweather Sale,Save 20% Career Suits
69718,F,F,F,F,F,F,F,T,T,F,T
105829,F,T,F,F,F,T,F,F,F,F,F
39221,F,T,F,F,T,F,F,F,F,F,F
98809,T,F,F,F,F,T,T,T,F,T,T
14759,F,F,T,T,F,F,F,F,T,F,F
40659,F,F,F,T,F,T,T,F,F,F,F
95915,F,F,F,T,T,T,T,F,F,F,F
47421,F,F,F,F,F,F,F,F,F,F,F
105601,F,F,F,T,T,T,T,F,F,F,F
89209,F,F,F,F,F,F,F,T,F,F,F
69754,F,F,T,F,F,F,F,F,T,F,F
17133,T,F,F,F,F,T,F,T,T,F,F
11119,F,F,F,F,F,F,F,F,T,T,T
57615,T,F,F,F,T,F,F,F,F,F,T
61270,F,F,F,F,F,F,F,T,F,F,F
11220,F,F,F,T,F,T,T,F,F,F,T
47645,F,F,F,F,F,F,F,F,F,F,F
32444,T,F,T,F,F,F,F,F,F,T,F
93037,F,F,F,T,F,F,F,T,F,T,F
34809,F,F,F,F,T,F,F,F,F,F,F
57582,F,F,T,F,T,F,F,F,F,F,F
59184,F,T,F,F,F,F,F,F,F,F,F
27682,F,F,F,F,F,F,T,F,F,T,T
56851,F,F,F,T,F,T,T,F,F,F,F
12312,F,T,F,F,F,T,F,F,T,F,F
53953,T,T,F,F,F,F,F,F,T,F,F
81616,T,F,F,T,T,F,F,F,F,F,T
37366,T,F,T,F,T,F,F,F,F,T,F
97512,F,T,F,F,F,F,F,F,T,F,F
49769,F,T,F,F,F,F,F,F,F,F,F
47307,F,F,F,F,F,F,F,F,F,F,F
25180,F,F,F,F,F,F,F,F,F,F,F
98023,F,F,F,F,F,T,F,F,F,T,F
32669,T,F,F,F,F,T,F,F,F,F,F
61255,F,F,T,F,F,F,F,T,T,F,T
101414,F,F,F,F,F,F,F,T,F,F,F
24686,F,F,T,F,F,F,T,T,F,T,T
37114,F,F,F,T,F,T,T,F,F,T,T
94790,F,F,F,F,T,F,F,F,F,T,F
105007,F,F,T,F,F,F,F,T,F,F,T
38645,T,F,F,F,T,F,T,T,F,T,T
37567,F,T,T,F,F,T,F,F,F,F,F
62993,F,F,T,F,F,F,F,F,F,F,F
12547,F,F,F,T,T,T,T,F,F,F,F
106654,F,F,F,F,F,T,F,F,T,F,F
59389,F,F,F,T,F,F,F,F,F,F,F
104327,F,F,F,T,F,F,F,T,F,F,F
87250,F,T,F,F,F,F,F,F,F,F,F
27371,F,F,F,F,F,T,F,F,F,T,F
91545,F,F,T,F,F,F,F,F,F,F,F
71276,F,F,F,T,F,T,T,F,F,F,F
109551,F,F,F,F,F,F,T,T,F,F,F
50961,F,F,F,F,F,F,T,F,F,F,F
72979,F,F,F,F,F,T,F,F,T,F,T
50104,T,F,F,F,F,F,T,F,F,T,F
13893,F,T,F,T,T,T,F,F,F,T,F
12800,T,F,F,F,F,F,F,F,F,F,F
89460,T,F,F,T,F,T,T,F,F,F,T
63779,F,F,F,F,F,F,F,F,T,F,F
29483,T,F,F,F,F,F,F,F,F,F,F
83127,T,F,F,F,F,F,F,F,F,T,F
96371,F,F,T,F,F,F,F,F,F,F,F
66886,T,F,T,F,T,F,F,F,F,F,F
66940,F,F,F,F,F,F,F,T,T,T,T
36191,T,F,T,F,F,T,T,F,F,T,F
29625,F,F,F,F,F,F,F,F,F,F,F
93393,T,T,F,F,F,F,T,F,F,F,F
60890,F,T,F,T,F,T,T,F,T,T,T
18464,F,F,F,T,F,F,F,F,F,F,F
75130,T,F,F,F,F,F,T,F,F,F,F
64281,T,F,T,T,F,T,T,T,F,T,F
84937,T,F,F,F,F,F,T,F,F,F,F
58388,F,F,F,F,T,F,T,F,T,F,F
106314,F,F,F,T,T,F,F,F,F,F,F
34529,T,F,F,F,T,F,F,F,F,T,T
56220,F,T,F,F,T,F,F,F,F,F,F
49085,F,F,F,F,F,F,F,T,F,T,T
84497,F,F,F,F,T,F,F,T,F,F,T
90165,F,F,F,T,F,F,F,F,F,F,F
98626,F,F,T,T,F,F,F,F,F,T,T
96289,T,F,F,T,F,T,T,F,F,F,F
78598,F,F,F,F,F,F,F,T,F,F,T
37571,F,T,F,T,F,F,F,T,T,F,F
42689,T,F,F,F,F,F,F,F,F,F,T
102421,F,F,F,F,T,F,F,F,T,T,F
75792,F,F,F,F,F,F,F,T,F,F,F
71604,F,F,T,F,F,F,T,F,F,T,F
102348,F,F,F,F,F,F,F,F,F,F,F
28233,T,F,F,F,F,F,T,T,F,T,T
72902,F,F,T,F,F,F,F,T,T,F,T
102703,T,T,F,F,T,F,F,F,T,F,F
50645,F,T,F,F,F,T,F,F,F,F,F
40282,F,F,T,F,F,T,F,T,F,F,T
94015,T,F,F,F,F,F,F,T,F,T,T
98696,F,F,F,F,F,F,F,T,F,F,T
43401,T,F,F,T,F,T,T,F,F,T,F
106585,F,F,F,T,T,F,T,F,F,F,F
106792,F,F,F,F,F,F,F,F,F,F,F
34702,T,F,F,F,F,F,F,F,F,T,F
19999,T,F,F,T,F,T,F,F,F,T,F
76145,F,T,F,F,T,F,F,F,F,F,F
84033,F,T,F,T,F,F,F,T,F,F,F
50142,F,F,F,F,F,F,F,T,F,F,F
96474,F,F,F,F,F,F,F,F,F,F,F
101699,F,F,T,F,T,T,F,F,F,F,F
23380,F,F,F,F,F,F,F,F,F,T,F
63368,T,F,F,T,F,T,T,F,F,F,F
32392,T,F,F,F,F,F,F,F,F,T,F
79577,F,T,F,F,F,F,F,T,F,F,F
30558,F,F,F,F,F,F,F,F,F,T,F
103166,F,T,T,F,F,F,F,T,F,F,F
64053,F,F,F,F,F,F,F,T,F,F,F
28081,T,T,F,F,T,F,T,F,F,T,T
106044,T,F,F,T,F,T,T,T,F,T,F
11241,T,T,F,T,F,T,T,F,F,T,F
11966,T,F,T,F,F,F,F,F,F,T,T
15835,F,F,F,F,F,F,F,F,F,T,F
107714,T,T,T,F,T,F,F,F,T,F,F
29095,F,F,F,T,F,T,T,T,F,F,F
98635,F,T,F,F,F,F,F,T,F,F,T
20849,F,F,T,T,F,F,F,T,T,T,T
87703,T,F,F,F,T,F,F,F,F,T,T
54981,F,F,F,T,T,F,F,T,F,F,F
51818,T,F,F,F,F,F,F,F,F,F,F
15650,F,F,F,F,F,F,F,F,F,T,F
56097,F,F,F,F,F,F,F,T,F,F,T
54172,F,T,F,F,F,F,T,F,F,T,F
103749,F,F,T,F,F,F,F,F,F,T,F
98409,F,F,F,F,F,F,F,T,F,F,T
57762,T,F,F,F,T,F,F,F,F,F,F
82901,F,F,F,F,F,F,F,T,F,F,T
88972,T,F,F,F,F,F,F,T,F,T,F
73383,F,F,F,F,T,F,F,F,F,F,F
42163,T,F,F,F,F,F,F,F,F,F,F
41841,T,T,T,T,F,F,F,F,T,F,T
39077,F,T,F,F,T,F,F,F,F,F,F
70014,F,F,F,T,F,F,F,T,F,F,F
78428,F,F,F,F,F,T,F,F,T,F,F
23784,F,F,T,F,F,F,F,F,F,F,F
26291,F,T,F,F,F,F,F,T,T,F,F
88549,T,F,F,F,F,T,F,F,T,T,F
90911,T,T,F,F,F,T,F,F,F,F,F
17470,F,F,F,F,F,T,T,F,F,T,T
94531,F,T,F,F,T,T,F,F,F,F,F
90462,F,T,F,T,F,T,T,T,F,F,F
108003,F,F,F,T,F,F,F,T,F,T,F
87953,F,F,F,F,T,T,F,F,F,T,F
36863,F,F,T,F,F,F,F,T,F,F,T
28138,F,F,F,F,F,F,F,F,F,T,F
69965,T,F,T,F,F,F,T,F,F,T,F
100047,T,F,F,T,F,F,F,F,F,T,F
13325,F,F,F,F,F,F,F,T,F,T,T
17747,F,F,F,F,F,F,F,F,F,T,F
61618,F,F,F,T,F,F,F,F,F,F,T
97148,F,F,F,T,F,F,T,T,T,F,T
28977,F,T,F,T,T,T,T,F,T,F,F
37784,F,F,F,F,T,F,F,F,F,F,F
29107,F,F,F,F,T,T,F,F,F,F,F
63979,F,F,F,F,T,F,T,F,T,F,F
106290,F,F,T,F,F,F,F,F,F,F,F
90562,F,F,F,T,T,F,F,F,F,T,F
99457,T,T,F,T,F,F,F,F,F,T,F
25097,F,F,F,T,T,T,F,F,T,F,F
70359,T,F,F,F,F,F,F,F,F,T,F
87450,F,F,F,F,F,T,F,F,F,T,F
23682,F,F,F,T,F,T,T,T,F,F,F
66551,F,F,T,F,F,F,F,F,F,T,F
49225,F,F,F,F,F,F,F,F,F,F,F
13518,F,F,F,F,F,F,F,F,F,F,F
69802,F,F,F,T,F,F,T,F,F,F,F
77419,F,F,F,T,F,T,T,F,F,F,T
59590,F,F,T,T,F,T,T,F,T,F,F
108832,F,F,F,F,F,F,F,F,F,T,F
60688,F,F,F,F,F,F,F,F,F,F,F
79001,F,F,F,F,F,F,F,T,F,T,T
26396,F,F,F,T,F,F,F,F,F,F,F
91986,F,T,F,T,F,F,F,F,F,F,F
36040,F,F,F,F,F,T,F,T,T,F,F
107876,F,F,F,F,F,F,T,T,F,T,F
71832,F,F,F,F,T,F,F,F,F,T,F
66618,T,T,F,T,T,F,F,F,F,F,F
52128,F,F,F,T,F,T,F,F,F,F,F
17201,T,F,F,T,F,F,F,T,F,T,F
32646,T,F,F,T,F,T,T,F,F,T,T
15109,F,F,F,F,F,T,F,F,F,F,F
16055,F,F,F,F,F,F,F,F,F,T,F
61789,F,F,F,T,F,F,T,F,F,T,F
10236,F,F,F,F,F,T,T,F,F,F,F
39081,F,T,T,T,T,T,T,T,T,F,F
60820,F,F,F,T,F,F,F,F,F,F,F
55625,T,T,F,F,T,F,F,T,T,F,T
14630,F,F,F,T,F,T,T,F,F,F,F
89106,F,T,F,F,T,F,F,T,F,F,T
52359,T,F,F,F,F,T,F,T,F,T,F
85472,F,F,T,F,F,F,F,F,F,T,T
14368,F,F,F,F,T,F,F,T,F,F,T
31921,T,F,F,F,F,F,F,T,F,F,F
10150,T,F,F,F,F,F,F,F,T,F,F
59352,F,F,F,F,F,F,F,T,F,T,T
10614,F,F,F,F,F,F,F,F,T,F,F
58566,F,T,F,F,F,F,F,F,T,F,F
95655,F,F,F,T,F,T,F,F,T,T,F
10451,F,F,F,T,F,T,T,F,F,F,T
28597,F,F,F,T,T,T,T,F,F,F,F
13903,T,T,T,T,T,F,F,F,T,F,F
69774,F,F,F,T,F,T,T,T,T,F,F
33697,F,F,F,F,T,F,F,T,F,F,T
101784,F,F,F,T,T,F,F,F,F,F,F
60073,F,F,F,F,F,F,F,T,F,T,F
35979,F,F,F,F,F,F,F,F,F,T,F
99046,F,F,F,F,F,F,T,F,T,F,F
40579,F,F,F,F,F,F,F,T,F,F,T
48893,F,F,F,F,F,F,F,F,F,F,T
109048,T,F,F,T,F,F,T,T,F,T,F
25256,F,T,T,F,F,T,F,F,F,F,T
30504,F,T,F,F,F,F,F,F,F,T,F
33167,F,F,F,F,F,T,T,F,F,F,F
43228,T,F,F,F,F,F,F,F,F,F,F
104011,F,F,F,F,F,F,F,T,T,F,F
52451,F,T,T,F,F,F,F,T,F,F,F
75274,T,F,F,T,F,F,F,F,T,T,F
19193,F,F,F,F,F,F,F,T,T,F,T
32408,F,F,F,F,F,F,T,F,F,F,F
96333,F,F,F,T,F,F,F,F,F,F,F
99410,F,F,T,F,F,F,F,F,F,F,F
58343,F,F,T,F,F,F,F,F,F,F,T
12938,F,F,F,T,F,T,F,F,T,F,F
52903,F,F,F,F,F,F,F,F,F,F,F
20844,F,F,F,F,T,F,F,F,F,F,F
84605,T,F,F,F,F,F,F,F,F,F,F
83340,F,F,F,F,F,F,T,T,T,F,F
34605,F,F,F,T,T,F,F,T,T,F,T
106494,T,F,F,F,F,F,T,T,F,F,F
99624,T,F,F,F,F,F,F,T,T,F,F
47923,F,F,T,T,F,F,T,F,T,F,F
71607,T,F,T,F,F,F,F,F,F,T,T
103485,F,F,F,F,F,F,T,F,F,F,F
27890,F,T,F,F,F,T,F,F,F,F,F
81851,T,F,T,F,F,F,F,F,F,T,T
36364,F,F,F,F,T,F,F,F,F,T,F
36951,F,F,F,F,F,F,T,F,F,F,T
106004,F,F,F,F,F,F,F,T,T,F,F
40949,T,F,T,T,T,T,T,F,F,F,F
35904,T,F,T,T,F,F,F,T,T,T,T
106489,F,F,F,F,F,F,F,F,F,F,F
80578,F,F,F,F,F,F,T,F,F,F,T
109504,F,T,T,F,F,F,F,F,F,F,T
28528,F,F,F,F,T,F,F,T,F,F,T
70664,F,F,F,F,F,F,F,F,F,F,F
65088,T,T,F,F,F,F,F,F,F,T,T
90147,F,F,T,F,F,F,F,F,F,F,F
28498,F,F,F,F,F,F,F,T,F,F,F
79890,F,F,T,F,F,F,F,F,F,T,F
42927,F,F,F,F,F,F,F,F,F,F,F
91913,F,F,F,F,F,F,T,F,T,F,F
32083,F,T,T,F,T,F,F,F,F,F,F
100918,F,F,F,T,T,T,T,F,F,F,F
89406,T,F,F,F,F,F,T,F,F,F,F
23037,T,F,F,T,F,F,F,F,T,F,F
103462,T,F,F,F,F,F,T,T,F,F,T
89559,T,T,F,F,T,F,F,F,F,T,F
55629,F,F,F,F,F,F,F,F,F,T,F
72986,F,F,F,F,F,F,T,F,F,F,F
19209,T,T,F,T,F,T,T,F,F,F,F
64752,F,F,T,T,F,F,T,F,F,F,F
35519,F,F,F,F,F,T,F,F,F,F,F
103168,T,F,F,T,F,F,T,T,T,F,T
46071,T,F,F,F,F,F,F,F,T,T,F
109132,F,T,F,F,F,F,F,F,T,F,F
47343,F,T,F,F,F,T,F,T,F,F,T
47441,F,T,F,F,F,T,F,F,F,F,T
93891,T,F,F,F,F,F,F,F,F,T,F
13747,F,F,F,F,F,F,T,F,F,F,F
89041,F,F,F,T,F,T,T,F,F,F,F
55295,T,F,T,F,T,T,F,F,F,F,F
47489,F,F,F,F,F,F,F,T,F,F,T
59580,T,F,T,T,F,T,T,F,F,F,F
98836,F,F,F,T,F,F,F,T,F,T,T
92227,T,F,F,T,F,F,F,T,F,F,T
34297,F,F,F,F,F,F,F,F,F,F,F
25774,F,T,F,T,T,F,F,T,T,T,T
101031,F,F,F,T,F,T,T,F,F,F,F
14890,F,T,F,F,F,F,F,F,F,F,F
63420,T,F,T,F,F,T,F,F,F,T,F
103325,F,F,F,F,F,T,F,F,F,F,F
72849,T,F,F,F,T,F,T,F,F,F,F
10987,T,F,T,F,F,F,F,T,F,F,T
31083,T,T,F,T,F,F,F,T,T,T,T
50258,F,T,F,F,F,F,F,F,F,F,F
70206,T,F,F,T,F,F,F,F,F,F,F
19519,F,F,T,F,F,T,T,F,F,F,T
14658,F,F,F,F,T,F,F,T,F,T,T
85860,F,T,T,F,T,F,F,F,F,F,T
50087,F,F,F,F,F,F,F,T,F,F,F
96078,T,F,F,T,F,T,T,F,F,F,T
82096,T,F,F,T,F,T,T,F,F,T,T
41996,F,F,T,F,F,F,F,F,F,F,T
57207,F,F,T,F,F,F,F,T,F,F,T
105816,T,F,T,T,F,F,F,F,F,F,F
94231,F,F,F,F,T,T,F,F,F,F,T
80869,F,F,F,F,T,F,F,T,F,F,F
51939,F,F,F,T,F,T,T,T,F,F,F
89484,F,F,F,T,F,F,T,F,F,F,F
99292,T,T,F,F,F,F,F,F,T,T,F
77232,T,F,T,F,F,F,F,F,F,T,F
79535,F,F,F,F,T,F,F,F,F,F,F
10944,F,T,T,T,F,T,T,F,F,F,F
42524,T,T,T,F,F,F,F,F,T,T,F
90360,F,F,F,F,T,T,T,F,F,F,F
79446,F,F,F,F,F,F,F,F,F,F,F
40090,F,F,F,T,F,T,F,F,F,F,F
83003,F,F,F,F,F,F,F,F,T,F,F
12694,T,F,F,F,F,F,F,F,F,F,T
79632,F,F,F,T,F,T,T,F,F,F,F
95354,F,T,F,T,T,T,T,F,T,T,F
108596,F,F,F,F,T,F,T,F,F,F,F
44594,F,F,F,F,F,F,F,T,F,F,T
24534,T,F,F,F,F,F,F,F,T,F,T
27462,F,F,F,F,F,F,T,F,T,F,F
108153,F,F,F,F,F,F,F,F,T,F,T
93974,F,T,F,T,F,F,F,F,T,F,F
39042,F,F,F,F,T,F,F,T,F,F,T
108718,F,F,F,F,F,F,T,F,F,T,F
59071,F,F,F,F,T,F,T,F,F,T,F
72299,T,F,F,F,F,F,T,F,T,T,F
103546,F,F,F,F,F,F,F,F,F,F,F
52011,F,F,F,F,F,F,T,F,F,F,F
81745,F,F,T,F,F,F,F,F,T,F,F
70428,F,F,T,T,F,F,T,T,T,F,F
85182,T,T,F,F,F,F,F,F,T,T,F
62175,T,T,F,T,T,T,T,F,F,T,F
39715,T,F,F,F,F,F,F,F,F,F,F
97328,F,F,T,T,F,F,F,F,F,F,F
50064,T,F,T,T,F,T,T,F,F,T,F
72200,T,F,T,F,F,F,F,F,F,T,F
14301,F,T,T,T,F,T,T,F,F,T,T
109583,F,F,F,F,F,F,F,F,F,F,F
50647,F,F,F,T,F,F,F,F,F,F,F
95443,T,F,F,F,F,F,F,T,F,F,F
65225,F,F,T,F,F,F,F,F,F,F,F
67809,F,F,F,F,F,T,F,F,T,F,F
74314,T,F,F,F,T,T,F,F,F,F,F
57102,F,F,F,T,F,T,T,F,F,T,F
61011,F,F,F,F,F,F,T,F,F,F,T
52421,T,F,F,T,T,T,T,T,T,T,F
17064,F,F,F,F,F,F,T,F,F,F,F
28061,F,T,F,T,F,F,F,T,F,F,T
12291,F,F,F,F,F,F,F,T,F,F,T
105095,F,T,F,F,F,F,F,F,T,F,F
89958,F,F,T,F,T,T,F,F,F,T,T
32432,F,T,F,F,F,T,F,F,F,F,T
70063,F,F,F,F,F,F,F,T,F,F,F
42037,F,F,F,F,T,F,F,F,F,F,F
24258,F,F,F,F,F,F,F,F,F,F,F
109672,F,F,F,T,F,T,T,T,F,F,F
33891,F,T,F,F,F,F,F,F,F,T,F
44775,T,F,F,F,F,F,T,T,F,T,F
57101,T,F,F,F,F,T,F,F,F,F,F
13564,F,F,T,F,F,F,F,F,F,F,F
28427,F,F,F,T,F,T,T,F,F,F,T
24864,T,F,F,T,F,T,F,F,F,F,F
61159,T,T,F,F,T,F,F,F,T,T,F
10645,T,T,F,T,F,T,T,F,F,F,F
96076,F,F,F,T,F,F,F,F,F,T,T
66651,F,F,F,F,F,F,F,F,F,F,F
61342,F,F,F,T,T,F,T,F,F,F,F
94754,F,F,F,T,T,F,F,T,T,T,T
37917,T,T,F,F,F,F,F,T,F,F,F
18517,T,T,F,T,F,T,T,F,F,F,F
14107,F,T,F,F,F,F,F,F,F,T,F
91117,T,F,F,F,F,F,F,F,F,T,F
28268,F,F,T,F,F,F,F,F,F,T,F
76944,F,F,F,F,F,F,T,T,F,F,T
58485,T,F,F,F,F,T,F,F,F,F,T
82801,F,F,F,T,F,T,F,T,F,F,F
54314,F,T,F,F,F,F,F,F,F,F,F
106122,F,F,T,F,F,F,F,T,F,F,F
105188,F,F,F,F,F,F,F,F,T,F,F
73708,T,F,F,T,F,F,F,T,T,T,T
72900,T,F,T,F,F,F,F,F,F,T,F
29343,T,T,F,F,F,F,F,T,F,F,T
109884,T,F,F,F,T,T,F,F,T,T,T
32160,F,F,F,F,F,T,T,F,F,F,T
59297,F,F,F,T,T,F,T,T,F,F,T
101544,T,F,F,F,T,T,F,F,F,F,F
94004,F,F,F,F,T,T,T,F,F,F,F
91074,F,F,F,T,F,T,F,F,F,F,F
78302,T,F,F,T,F,F,F,F,F,F,F
65006,T,F,F,F,F,F,F,F,T,T,F
27496,F,F,F,F,F,T,T,F,F,F,T
27306,T,F,F,T,F,T,T,F,T,F,T
108855,F,F,F,F,T,F,F,T,T,T,T
30423,F,F,F,F,F,F,F,F,T,F,T
14015,F,F,F,T,F,F,F,F,F,F,T
19211,F,F,F,T,F,T,T,F,F,F,T
18917,F,T,T,T,F,T,T,F,F,F,T
68104,F,F,F,T,F,T,T,F,F,T,F
109425,F,F,F,F,T,F,F,T,F,F,F
55550,T,F,F,F,F,T,F,T,F,F,F
14514,F,F,F,F,T,F,F,F,T,F,F
103087,F,T,F,T,F,T,T,T,F,F,F
56885,F,T,F,T,T,T,T,F,T,F,T
41866,F,F,F,F,F,F,F,F,F,F,F
69372,F,T,F,F,F,F,F,F,F,F,T
105429,T,T,F,F,F,T,F,F,F,F,F
15317,F,F,T,F,F,F,F,F,F,F,F
68156,F,F,F,F,F,F,T,F,T,F,F
104971,F,F,F,F,F,F,F,T,T,F,T
78626,F,T,F,F,F,T,F,F,F,F,F
60153,F,T,F,F,T,F,T,T,F,F,F
80728,F,T,F,T,T,T,F,F,F,F,T
100553,T,F,F,T,F,F,F,T,T,F,F
43962,F,F,F,F,F,F,F,F,F,T,F
78357,F,F,T,F,F,T,F,F,F,F,F
82796,F,F,F,F,T,F,F,F,F,F,F
40459,F,F,T,F,F,F,F,T,F,F,T
106499,F,F,F,T,F,T,T,F,F,F,F
109224,T,F,F,F,F,F,T,F,F,T,F
32182,F,F,F,F,F,F,T,F,F,F,F
100393,T,F,F,T,F,F,F,F,F,T,T
26061,T,T,F,T,T,T,T,F,F,T,F
47330,T,F,F,F,F,T,F,T,F,F,T
94864,F,F,F,F,F,F,F,T,F,F,F
28959,F,F,F,F,F,T,F,F,F,F,F
54462,F,F,T,T,F,T,T,T,F,F,F
63880,T,F,F,F,T,F,F,F,F,T,F
104630,T,F,F,F,F,F,F,T,F,F,T
11565,F,T,T,T,F,F,F,T,F,T,F
93527,F,F,F,F,F,F,T,T,F,F,F
88812,F,F,F,F,F,F,T,F,F,F,F
61107,T,F,T,F,F,F,F,F,F,F,F
104722,F,F,F,T,F,T,T,F,F,F,F
10915,T,F,T,F,T,T,F,F,F,T,F
33056,F,F,F,F,F,F,F,F,F,F,F
78967,F,F,F,T,F,T,T,F,F,F,F
81825,T,F,T,F,F,F,F,F,F,T,F
51846,T,F,F,F,F,F,F,F,F,T,F
58288,F,F,F,F,F,F,F,F,F,F,F
30459,F,F,F,T,F,F,F,T,F,T,T
70018,T,F,T,F,F,T,T,T,F,T,T
62789,T,F,F,T,F,T,T,F,F,F,F
102887,T,F,F,F,F,T,F,F,F,F,F
83102,F,F,F,T,F,T,T,F,F,T,F
57268,T,T,F,F,F,F,F,F,T,F,F
78139,T,F,F,T,T,F,F,F,F,F,F
86331,F,F,F,T,F,T,T,F,F,T,T
31384,F,F,F,T,F,F,F,F,F,F,F
63996,F,F,F,T,F,F,F,F,F,T,F
99025,F,T,F,F,F,F,F,F,F,F,F
95921,T,F,F,F,F,F,F,T,F,F,T
99164,F,F,T,F,F,F,F,F,T,F,T
