CUST_ID,TRANSACTION_ID,PRODUCT_ID,ITEM_NAME,LINE,CATEGORY,NUMBER_OF_ITEMS,RRP,TOTAL_AMOUNT,TRANSACTION_TIME
730,40033,6204,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,179.99,179.99,11/6/2010
702,13759,6205,Adidas Originals Grey Running Tights,Clothes,Clothes,2,1039.99,2079.98,11/6/2010
455,36783,6206,Adidas Training Pant - Black,Clothes,Clothes,2,639.99,1279.98,11/6/2010
114,19253,6209,Adidas Training Pant - White,Clothes,Clothes,1,134.99,134.99,11/6/2010
752,7858,6210,Adidas Classic 3-stripe pant,Clothes,Clothes,2,899.99,1799.98,11/6/2010
103,11960,6211,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,1,399.99,399.99,11/6/2010
572,7347,6212,Elie Tahari Lace Dress,Clothes,Clothes,2,449.99,899.98,11/6/2010
771,12691,6213,Adidas Training Pant - Black,Clothes,Clothes,1,899.99,899.99,11/6/2010
363,27475,6214,Adidas Originals Grey Running Tights,Clothes,Clothes,1,319.99,319.99,11/6/2010
358,14574,3177,Adidas Originals Black Hoodie,Clothes,Clothes,1,999.99,999.99,11/6/2010
22,1462,3178,Adidas Originals Grey Hoodie,Clothes,Clothes,1,599.99,599.99,11/6/2010
890,7941,3179,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,714.99,714.99,11/6/2010
313,38010,3180,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,499.99,499.99,11/6/2010
332,10596,3181,Adidas Originals Black Hoodie,Clothes,Clothes,1,479.99,479.99,11/6/2010
705,37821,3182,Adidas Originals Grey Hoodie,Clothes,Clothes,1,699.99,699.99,11/7/2010
514,6338,3183,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,599.99,599.99,11/7/2010
435,32466,3184,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,2,559.99,1119.98,11/7/2010
814,9254,3185,Adidas Originals Black Hoodie,Clothes,Clothes,1,599.99,599.99,11/7/2010
849,24629,3186,Adidas Originals Grey Hoodie,Clothes,Clothes,1,291.99,291.99,11/7/2010
832,18975,3187,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,278.99,278.99,11/7/2010
502,6310,3188,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,186.99,186.99,11/7/2010
602,26067,3191,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,639.99,639.99,11/7/2010
63,20868,3192,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,599.99,599.99,11/7/2010
854,7934,3193,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,3,449.99,1349.97,11/7/2010
626,12877,3194,Elie Tahari White Career Blouse,Clothes,Clothes,1,229.99,229.99,11/7/2010
604,28798,3195,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,599.99,599.99,11/7/2010
421,16961,3196,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,779.99,779.99,11/7/2010
933,29832,3197,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,2,449.99,899.98,11/7/2010
708,35115,3198,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,2,714.99,1429.98,11/7/2010
97,36851,3199,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,3,699.99,2099.97,11/7/2010
614,40604,3200,Elie Tahari White Career Blouse,Clothes,Clothes,1,239.99,239.99,11/7/2010
410,26613,3201,Nike Women's Hyperspike Shoe,Clothes,Clothes,2,429.99,859.98,11/7/2010
718,19118,3202,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,429.99,429.99,11/7/2010
796,1564,3203,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,429.99,429.99,11/7/2010
805,1653,3204,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,2,449.99,899.98,11/7/2010
854,14914,3205,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,429.99,429.99,11/7/2010
891,13146,3206,Elie Tahari White Career Blouse,Clothes,Clothes,1,229.99,229.99,11/7/2010
772,38170,3209,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,429.99,429.99,11/7/2010
940,22655,3210,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,429.99,429.99,11/7/2010
707,10512,3211,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,449.99,449.99,11/7/2010
937,41369,3212,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,2,1199.99,2399.98,11/7/2010
471,39564,3213,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,449.99,449.99,11/7/2010
331,40541,3214,Elie Tahari White Career Blouse,Clothes,Clothes,2,104.99,209.98,11/7/2010
208,32363,6177,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,319.99,319.99,11/7/2010
837,30777,6178,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,104.99,104.99,11/7/2010
920,28401,6179,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,249.99,249.99,11/7/2010
749,13959,6180,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,1299.99,1299.99,11/7/2010
89,38942,6181,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,399.99,399.99,11/7/2010
351,38576,6182,Elie Tahari White Career Blouse,Clothes,Clothes,1,199.99,199.99,11/7/2010
720,8408,6183,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,149.99,149.99,11/7/2010
948,28951,6184,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,1099.99,1099.99,11/7/2010
254,6784,6185,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,2,299.99,599.98,11/7/2010
111,1858,6186,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,2,599.99,1199.98,11/7/2010
444,34478,6187,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,299.99,299.99,11/7/2010
530,11714,6188,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,299.99,299.99,11/7/2010
211,20976,6191,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,299.99,299.99,11/7/2010
360,34889,6192,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,3,599.99,1799.97,11/7/2010
961,29586,6193,Guess Women's Wrap Coat,Clothes,Clothes,1,299.99,299.99,11/7/2010
710,3350,6194,Guess Women's Quilted Jacket,Clothes,Clothes,1,299.99,299.99,11/7/2010
155,40020,6195,Guess Women's Moto Jacket,Clothes,Clothes,1,399.99,399.99,11/8/2010
317,42204,6196,Guess Women's Jean Jacket,Clothes,Clothes,1,104.99,104.99,11/8/2010
545,31848,6197,Guess Women's Skinny Jeans,Clothes,Clothes,2,499.99,999.98,11/8/2010
770,10714,6198,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,186.99,186.99,11/8/2010
117,5997,6199,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,324.99,324.99,11/8/2010
426,24167,6200,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,999.99,999.99,11/8/2010
676,1273,6201,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,699.99,699.99,11/8/2010
649,11052,6202,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,199.99,199.99,11/8/2010
329,5451,6203,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,599.99,599.99,11/8/2010
87,22216,6204,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,999.99,999.99,11/8/2010
717,31087,6205,Guess Women's Wrap Coat,Clothes,Clothes,3,291.99,875.97,11/8/2010
855,3125,6206,Guess Women's Quilted Jacket,Clothes,Clothes,1,399.99,399.99,11/8/2010
226,37111,6209,Guess Women's Moto Jacket,Clothes,Clothes,1,299.99,299.99,11/8/2010
901,7169,6210,Guess Women's Jean Jacket,Clothes,Clothes,1,479.99,479.99,11/8/2010
416,5273,6211,Guess Women's Skinny Jeans,Clothes,Clothes,1,714.99,714.99,11/8/2010
222,15369,6212,Guess Women's Boot Cut Jeans,Clothes,Clothes,2,429.99,859.98,11/8/2010
599,6364,6213,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,1199.99,1199.99,11/8/2010
135,16471,6214,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,2,399.99,799.98,11/8/2010
954,4684,3177,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,509.99,509.99,11/8/2010
16,15466,3178,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,2,599.99,1199.98,11/8/2010
354,14311,3179,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,999.99,999.99,11/8/2010
730,13734,3180,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,449.99,449.99,11/8/2010
924,35887,3181,Guess Women's Wrap Coat,Clothes,Clothes,2,134.99,269.98,11/8/2010
411,11083,3182,Guess Women's Quilted Jacket,Clothes,Clothes,1,291.99,291.99,11/8/2010
861,9852,3183,Guess Women's Moto Jacket,Clothes,Clothes,1,499.99,499.99,11/8/2010
492,26914,3184,Guess Women's Jean Jacket,Clothes,Clothes,1,899.99,899.99,11/8/2010
242,13676,3185,Guess Women's Skinny Jeans,Clothes,Clothes,1,599.99,599.99,11/8/2010
727,5825,3186,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,699.99,699.99,11/8/2010
755,14283,3187,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,499.99,499.99,11/9/2010
205,39917,3188,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,1199.99,1199.99,11/9/2010
668,5728,3191,Ralph Lauren Cashmere Sweater,Clothes,Clothes,2,299.99,599.98,11/9/2010
311,2464,3192,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,3,1299.99,3899.97,11/9/2010
515,15675,3193,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,199.99,199.99,11/9/2010
902,12582,3194,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,2,599.99,1199.98,11/9/2010
966,43095,3195,Guess Women's Wrap Coat,Clothes,Clothes,1,239.99,239.99,11/9/2010
445,31350,3196,Guess Women's Quilted Jacket,Clothes,Clothes,2,359.99,719.98,11/9/2010
798,17506,3197,Guess Women's Moto Jacket,Clothes,Clothes,1,629.99,629.99,11/9/2010
596,22768,3198,Guess Women's Jean Jacket,Clothes,Clothes,1,639.99,639.99,11/9/2010
820,25257,3199,Guess Women's Skinny Jeans,Clothes,Clothes,1,1199.99,1199.99,11/9/2010
1,19896,3200,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,449.99,449.99,11/9/2010
117,37497,3201,Anastasia Beverly Hills Dress,Clothes,Clothes,1,639.99,639.99,11/9/2010
4,32370,3202,Guess Fit and Flair Dress,Clothes,Clothes,1,449.99,449.99,11/9/2010
567,41346,3203,Bar III Cropped Jacket,Clothes,Clothes,1,999.99,999.99,11/9/2010
791,10589,3204,Anne Klein Fayza Dress Shoes,Clothes,Clothes,2,779.99,1559.98,11/9/2010
426,42181,3205,Anne Klein Barb Dress Shoes,Clothes,Clothes,2,1299.99,2599.98,11/9/2010
311,42865,3206,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,3,649.99,1949.97,11/9/2010
769,21774,3209,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,3,779.99,2339.97,11/9/2010
258,29869,3210,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,1,279.99,279.99,11/9/2010
31,14475,3211,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,539.99,539.99,11/9/2010
400,9224,3212,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,239.99,239.99,11/9/2010
599,9118,3213,Calvin Klein Textured Sheath Dress,Clothes,Clothes,1,499.99,499.99,11/9/2010
267,43096,3214,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,319.99,319.99,11/9/2010
826,19879,6177,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,1,299.99,299.99,11/9/2010
716,24082,6178,Nike Women's Black Leggings,Clothes,Clothes,1,779.99,779.99,11/9/2010
72,36571,6179,Nike Women's Blue Leggings,Clothes,Clothes,1,194.99,194.99,11/9/2010
613,37355,6180,Nike Women's Miulticolor Leggings,Clothes,Clothes,3,199.99,599.97,11/9/2010
963,9657,6181,Nike Women's Flash Running Tights,Clothes,Clothes,1,149.99,149.99,11/9/2010
28,10476,6182,Elie Tahari One Button Jacket,Clothes,Clothes,1,584.99,584.99,11/9/2010
773,13042,6183,Elie Tahari Eggplant Career Suit,Clothes,Clothes,1,229.99,229.99,11/9/2010
758,900,6184,Elie Tahari Black Career Suit,Clothes,Clothes,1,399.99,399.99,11/9/2010
272,20413,6185,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,2,599.99,1199.98,11/9/2010
694,17853,6186,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,599.99,599.99,11/9/2010
132,24805,6187,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,559.99,559.99,11/9/2010
877,10228,6188,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,1199.99,1199.99,11/9/2010
426,10744,6191,Elie Tahari White Career Blouse,Clothes,Clothes,1,149.99,149.99,11/9/2010
817,623,6192,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,1199.99,1199.99,11/9/2010
535,17073,6193,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,599.99,599.99,11/10/2010
589,42560,6194,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,1,449.99,449.99,11/10/2010
711,3030,6195,Nike  Women's Air Max,Clothes,Clothes,1,629.99,629.99,11/10/2010
741,16484,6196,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,1,449.99,449.99,11/10/2010
833,37866,6197,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,1,239.99,239.99,11/10/2010
46,42845,6198,Nike Women Free Running Sneakers,Clothes,Clothes,1,539.99,539.99,11/10/2010
771,28400,6199,Ralph Lauren Hooded Pullover,Clothes,Clothes,1,449.99,449.99,11/10/2010
673,11645,6200,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,999.99,999.99,11/10/2010
907,42431,6201,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,2,179.99,359.98,11/10/2010
118,12986,6202,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,179.99,179.99,11/10/2010
178,31236,6203,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,449.99,449.99,11/10/2010
430,7881,6204,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,449.99,449.99,11/10/2010
588,6351,6205,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,429.99,429.99,11/10/2010
884,10366,6206,Guess Women's Wrap Coat,Clothes,Clothes,1,639.99,639.99,11/10/2010
813,16583,6209,Guess Women's Quilted Jacket,Clothes,Clothes,1,399.99,399.99,11/10/2010
269,7641,6210,Guess Women's Moto Jacket,Clothes,Clothes,1,249.99,249.99,11/10/2010
770,28729,6211,Guess Women's Jean Jacket,Clothes,Clothes,1,1299.99,1299.99,11/10/2010
787,12054,6212,Guess Women's Skinny Jeans,Clothes,Clothes,1,599.99,599.99,11/10/2010
278,28190,6213,Guess Women's Boot Cut Jeans,Clothes,Clothes,2,699.99,1399.98,11/10/2010
417,3025,6214,Guess Women's Mid-rise Jeans,Clothes,Clothes,1,599.99,599.99,11/10/2010
456,17784,3177,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,1,1039.99,1039.99,11/10/2010
321,34851,3178,Tommy Arianna Tote,Clothes,Clothes,1,134.99,134.99,11/10/2010
228,18902,3179,Tommy Hilfiger Everyday Tote,Clothes,Clothes,1,239.99,239.99,11/10/2010
94,29713,3180,Tommy Hilfiger Alexa purse ,Clothes,Clothes,2,699.99,1399.98,11/10/2010
406,21435,3181,Elie Tahari Jocelyn Dress,Clothes,Clothes,1,449.99,449.99,11/10/2010
124,36312,3182,Elie Tahari Emory Dress,Clothes,Clothes,1,1199.99,1199.99,11/10/2010
448,25554,3183,Elie Tahari Ophelia Dress,Clothes,Clothes,1,899.99,899.99,11/10/2010
840,37624,3184,Elie Tahari Gwenyth Dress,Clothes,Clothes,2,1199.99,2399.98,11/10/2010
466,22032,3185,Adidas Black Running Tights,Clothes,Clothes,1,149.99,149.99,11/10/2010
976,40181,3186,Adidas Originals Black Hoodie,Clothes,Clothes,2,999.99,1999.98,11/10/2010
898,36898,3187,Adidas Originals Grey Hoodie,Clothes,Clothes,1,599.99,599.99,11/10/2010
848,30995,3188,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,299.99,299.99,11/10/2010
897,9703,3191,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,499.99,499.99,11/10/2010
15,1822,3192,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,2,629.99,1259.98,11/10/2010
261,17875,3193,Adidas Originals Grey Running Tights,Clothes,Clothes,2,291.99,583.98,11/10/2010
484,38501,3194,Adidas Training Pant - Black,Clothes,Clothes,1,399.99,399.99,11/10/2010
154,629,3195,Adidas Training Pant - White,Clothes,Clothes,2,599.99,1199.98,11/10/2010
780,39495,3196,Adidas Classic 3-stripe pant,Clothes,Clothes,1,479.99,479.99,11/10/2010
476,35266,3197,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,2,149.99,299.98,11/10/2010
679,30878,3198,Elie Tahari Lace Dress,Clothes,Clothes,1,399.99,399.99,11/10/2010
533,27712,3199,Adidas Training Pant - Black,Clothes,Clothes,1,429.99,429.99,11/10/2010
383,20627,3200,Adidas Originals Grey Running Tights,Clothes,Clothes,2,229.99,459.98,11/10/2010
754,5509,3201,Anastasia Beverly Hills Dress,Clothes,Clothes,2,299.99,599.98,11/10/2010
450,24279,3202,Guess Fit and Flair Dress,Clothes,Clothes,1,299.99,299.99,11/10/2010
199,13308,3203,Bar III Cropped Jacket,Clothes,Clothes,1,999.99,999.99,11/10/2010
575,4055,3204,Anne Klein Fayza Dress Shoes,Clothes,Clothes,2,229.99,459.98,11/10/2010
298,11882,3205,Anne Klein Barb Dress Shoes,Clothes,Clothes,2,399.99,799.98,11/10/2010
478,20380,3206,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,1,779.99,779.99,11/10/2010
779,13578,3209,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,1,291.99,291.99,11/11/2010
18,41457,3210,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,2,1099.99,2199.98,11/11/2010
571,24588,3211,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,279.99,279.99,11/11/2010
743,12135,3212,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,499.99,499.99,11/11/2010
528,17358,3213,Calvin Klein Textured Sheath Dress,Clothes,Clothes,1,429.99,429.99,11/11/2010
820,9026,3214,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,229.99,229.99,11/11/2010
358,25645,6177,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,1,449.99,449.99,11/11/2010
182,40684,6178,Nike Women's Black Leggings,Clothes,Clothes,1,1199.99,1199.99,11/11/2010
798,16629,6179,Nike Women's Blue Leggings,Clothes,Clothes,2,1099.99,2199.98,11/11/2010
580,1547,6180,Nike Women's Miulticolor Leggings,Clothes,Clothes,2,299.99,599.98,11/11/2010
585,40606,6181,Nike Women's Flash Running Tights,Clothes,Clothes,1,429.99,429.99,11/11/2010
241,34380,6182,Elie Tahari One Button Jacket,Clothes,Clothes,2,299.99,599.98,11/11/2010
886,26192,6183,Elie Tahari Eggplant Career Suit,Clothes,Clothes,1,239.99,239.99,11/11/2010
260,32457,6184,Elie Tahari Black Career Suit,Clothes,Clothes,1,714.99,714.99,11/11/2010
822,21703,6185,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,2,599.99,1199.98,11/11/2010
69,2172,6186,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,2,314.99,629.98,11/11/2010
66,13437,6187,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,399.99,399.99,11/11/2010
808,9846,6188,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,291.99,291.99,11/11/2010
137,37735,6191,Elie Tahari White Career Blouse,Clothes,Clothes,1,149.99,149.99,11/11/2010
959,31071,6192,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,399.99,399.99,11/11/2010
457,14045,6193,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,279.99,279.99,11/11/2010
49,7013,6194,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,1,171.99,171.99,11/11/2010
340,40588,6195,Nike  Women's Air Max,Clothes,Clothes,1,779.99,779.99,11/11/2010
803,5412,6196,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,1,599.99,599.99,11/11/2010
470,6161,6197,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,1,299.99,299.99,11/11/2010
606,40427,6198,Nike Women Free Running Sneakers,Clothes,Clothes,1,599.99,599.99,11/11/2010
848,21505,6199,Ralph Lauren Hooded Pullover,Clothes,Clothes,3,319.99,959.97,11/11/2010
434,25442,6200,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,599.99,599.99,11/11/2010
838,40358,6201,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,2,299.99,599.98,11/11/2010
855,10588,6202,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,149.99,149.99,11/11/2010
155,15514,6203,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,2,599.99,1199.98,11/11/2010
488,20592,6204,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,149.99,149.99,11/12/2010
905,6536,6205,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,291.99,291.99,11/12/2010
906,25849,6206,Guess Women's Wrap Coat,Clothes,Clothes,1,199.99,199.99,11/12/2010
545,27323,6209,Guess Women's Quilted Jacket,Clothes,Clothes,1,229.99,229.99,11/12/2010
334,584,6210,Guess Women's Moto Jacket,Clothes,Clothes,1,499.99,499.99,11/12/2010
919,30201,6211,Guess Women's Jean Jacket,Clothes,Clothes,1,429.99,429.99,11/12/2010
399,598,6212,Guess Women's Skinny Jeans,Clothes,Clothes,1,359.99,359.99,11/12/2010
310,23427,6213,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,299.99,299.99,11/12/2010
835,24620,6214,Guess Women's Mid-rise Jeans,Clothes,Clothes,1,149.99,149.99,11/12/2010
882,11082,3177,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,1,449.99,449.99,11/12/2010
560,42710,3178,Tommy Arianna Tote,Clothes,Clothes,2,499.99,999.98,11/12/2010
876,29577,3179,Tommy Hilfiger Everyday Tote,Clothes,Clothes,1,279.99,279.99,11/12/2010
722,1121,3180,Tommy Hilfiger Alexa purse ,Clothes,Clothes,1,899.99,899.99,11/12/2010
279,10555,3181,Elie Tahari Jocelyn Dress,Clothes,Clothes,2,999.99,1999.98,11/12/2010
65,14299,3182,Elie Tahari Emory Dress,Clothes,Clothes,1,149.99,149.99,11/12/2010
757,25647,3183,Elie Tahari Ophelia Dress,Clothes,Clothes,1,599.99,599.99,11/12/2010
783,4379,3184,Elie Tahari Gwenyth Dress,Clothes,Clothes,1,229.99,229.99,11/12/2010
588,42072,3185,Adidas Black Running Tights,Clothes,Clothes,1,499.99,499.99,11/12/2010
441,1260,3186,Adidas Originals Black Hoodie,Clothes,Clothes,1,599.99,599.99,11/12/2010
820,18298,3187,Adidas Originals Grey Hoodie,Clothes,Clothes,1,179.99,179.99,11/12/2010
97,15089,3188,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,449.99,449.99,11/12/2010
96,36379,3191,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,449.99,449.99,11/12/2010
608,28784,3192,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,1299.99,1299.99,11/12/2010
576,13779,3193,Adidas Originals Grey Running Tights,Clothes,Clothes,2,239.99,479.98,11/12/2010
120,8395,3194,Adidas Training Pant - Black,Clothes,Clothes,2,299.99,599.98,11/12/2010
500,25129,3195,Adidas Training Pant - White,Clothes,Clothes,1,599.99,599.99,11/12/2010
736,23166,3196,Adidas Classic 3-stripe pant,Clothes,Clothes,1,149.99,149.99,11/12/2010
521,113,3197,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,1,299.99,299.99,11/12/2010
153,10059,3198,Elie Tahari Lace Dress,Clothes,Clothes,2,299.99,599.98,11/12/2010
484,28280,3199,Adidas Training Pant - Black,Clothes,Clothes,1,1099.99,1099.99,11/12/2010
398,36072,3200,Adidas Originals Grey Running Tights,Clothes,Clothes,2,1299.99,2599.98,11/12/2010
885,20781,3201,Anastasia Beverly Hills Dress,Clothes,Clothes,2,149.99,299.98,11/12/2010
714,23388,3202,Guess Fit and Flair Dress,Clothes,Clothes,1,429.99,429.99,11/12/2010
819,3117,3203,Bar III Cropped Jacket,Clothes,Clothes,1,249.99,249.99,11/12/2010
539,41135,3204,Anne Klein Fayza Dress Shoes,Clothes,Clothes,1,299.99,299.99,11/12/2010
797,27413,3205,Anne Klein Barb Dress Shoes,Clothes,Clothes,1,229.99,229.99,11/12/2010
334,12906,3206,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,1,639.99,639.99,11/12/2010
234,30127,3209,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,1,194.99,194.99,11/13/2010
965,32724,3210,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,1,1199.99,1199.99,11/13/2010
794,25718,3211,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,194.99,194.99,11/13/2010
370,25636,3212,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,239.99,239.99,11/13/2010
433,34326,3213,Calvin Klein Textured Sheath Dress,Clothes,Clothes,1,239.99,239.99,11/13/2010
373,10038,3214,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,629.99,629.99,11/13/2010
609,42793,6177,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,1,575.99,575.99,11/13/2010
164,15415,6178,Nike Women's Black Leggings,Clothes,Clothes,2,1199.99,2399.98,11/13/2010
527,4271,6179,Nike Women's Blue Leggings,Clothes,Clothes,1,1199.99,1199.99,11/13/2010
925,1631,6180,Nike Women's Miulticolor Leggings,Clothes,Clothes,1,299.99,299.99,11/13/2010
93,24255,6181,Nike Women's Flash Running Tights,Clothes,Clothes,1,249.99,249.99,11/13/2010
407,41857,6182,Elie Tahari One Button Jacket,Clothes,Clothes,1,599.99,599.99,11/13/2010
417,27138,6183,Elie Tahari Eggplant Career Suit,Clothes,Clothes,2,249.99,499.98,11/13/2010
760,9762,6184,Elie Tahari Black Career Suit,Clothes,Clothes,1,229.99,229.99,11/13/2010
784,28988,6185,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,1,199.99,199.99,11/13/2010
191,22900,6186,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,429.99,429.99,11/13/2010
823,25057,6187,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,429.99,429.99,11/13/2010
796,16278,6188,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,449.99,449.99,11/13/2010
791,22105,6191,Elie Tahari White Career Blouse,Clothes,Clothes,3,399.99,1199.97,11/13/2010
562,15776,6192,Nike Women's Hyperspike Shoe,Clothes,Clothes,3,429.99,1289.97,11/13/2010
632,8933,6193,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,899.99,899.99,11/13/2010
872,41241,6194,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,1,499.99,499.99,11/13/2010
