from,to,distance
L227,L91,3.66636191029
L229,L91,3.22644644629
L231,L91,8.57727947875
L246,L91,7.99612475017
L247,L91,5.91849531637
L249,L91,5.57241924054
L252,L91,4.94660984446
L262,L91,4.72783377059
L271,L91,4.38115030568
L273,L91,4.19209625185
L274,L91,3.67340108163
L292,L91,3.47743230586
L299,L91,3.35443514176
L309,L91,3.41328074972
L310,L91,3.50696221219
L313,L91,3.9550396996
L315,L91,4.05624747424
L321,L91,4.14344017846
L323,L91,4.32568496946
L328,L91,0.893035004846
L333,L91,0.764709657473
L334,L91,1.12776928236
L336,L91,1.00726061757
L338,L91,0.943761368724
L349,L91,1.36077837402
L355,L91,7.22226147736
L361,L91,6.35225614754
L365,L91,7.68223766193
L370,L91,4.9868551606
L371,L91,5.12210817232
L375,L91,9.81483168674
L382,L91,10.3092583772
L385,L91,5.75944965415
L387,L91,4.65414772787
L392,L91,7.59256599443
L393,L91,7.92235785995
L402,L91,8.91003075015
L408,L91,6.32477814475
L411,L91,6.10052906953
L412,L91,5.76236896
L418,L91,5.48234042738
L423,L91,5.21181143373
L430,L91,4.47728531592
L431,L91,4.22921518941
L437,L91,3.98983123903
L444,L91,3.81662027794
L445,L91,3.59782630857
L469,L91,3.26743911356
L483,L91,3.58488858095
L493,L91,3.37380980898
L495,L91,3.05319915786
L496,L91,2.72117476715
L511,L91,2.42277089705
L527,L91,2.18802644434
L529,L91,1.81357375633
L530,L91,1.31592154599
L540,L91,0.981943879427
L543,L91,6.43469278457
L554,L91,6.88354666398
L556,L91,5.71071634405
L560,L91,1.7710519135
L0,L91,0.874736543101
L7,L93,4.44325711696
L18,L93,3.90940082431
L26,L93,5.30942969897
L33,L93,3.75706580673
L36,L93,2.81485364985
L38,L93,2.45695793482
L57,L93,2.38904023366
L62,L93,2.72533378352
L63,L93,3.10520006316
L70,L93,3.66877669973
L75,L93,4.05186056685
L76,L93,4.92467743407
L77,L93,5.50600573467
L78,L93,5.93100166397
L79,L93,6.84407012961
L80,L93,8.40445739148
L81,L93,4.1219455914
L82,L93,0.368579633644
L91,L93,0.753240229303
L93,L93,0
L99,L93,3.28650888856
L102,L93,2.80258070289
L103,L93,2.04378961209
L106,L93,1.47425845264
L113,L93,6.17765614496
L116,L93,3.79214611363
L122,L93,3.49293672205
L128,L93,3.40360062188
L134,L93,3.37736903396
L135,L93,3.00591233506
L138,L93,3.70007481053
L139,L93,4.2396281748
L141,L93,4.75975258034
L145,L93,5.05743775937
L146,L93,5.42768546798
L147,L93,5.72647388307
L150,L93,6.00246052436
L151,L93,6.5687854374
L153,L93,7.48511847339
L154,L93,10.6799076042
L155,L93,9.96727188578
L156,L93,7.13525066541
L157,L93,6.79450182832
L159,L93,7.90611454026
L162,L93,9.16830901739
L168,L93,7.65369032718
L171,L93,6.83694989325
L173,L93,7.02035036863
L178,L93,7.13490840639
L179,L93,7.45562330265
L185,L93,6.57038513082
L186,L93,6.70521052972
L191,L93,6.42067831551
L203,L93,4.70321937058
L206,L93,4.4201868241
L213,L93,4.07944664247
L222,L93,3.75258974758
L227,L93,3.49764428102
L229,L93,2.60019500184
L231,L93,9.1778127223
L246,L93,8.59462863984
L247,L93,6.48426438895
L249,L93,6.11862202929
L252,L93,5.44129049119
L262,L93,5.22806607268
L271,L93,4.87839594745
L273,L93,4.66509206916
L274,L93,4.05032373247
L292,L93,3.80295044703
L299,L93,3.6201499744
L309,L93,3.57574687502
L310,L93,3.6026930948
L313,L93,3.78335890366
L315,L93,3.80685081319
L321,L93,3.8319783404
L323,L93,3.94854381533
L328,L93,1.32929824244
L333,L93,1.44462312506
L334,L93,1.87743119133
L336,L93,1.73180629525
L338,L93,1.52544421033
L349,L93,1.72267372078
L355,L93,7.93509427275
L361,L93,6.59913631512
L365,L93,7.33734732222
L370,L93,5.4340455225
L371,L93,4.67256896255
L375,L93,10.4608338354
L382,L93,10.9373591904
L385,L93,5.28598183518
L387,L93,4.22742030552
L392,L93,8.25581102597
L393,L93,8.58258017876
L402,L93,9.56220426856
L408,L93,6.98511125375
L411,L93,6.74590361016
L412,L93,6.37936917928
L418,L93,6.06957979218
L423,L93,5.76145248923
L430,L93,4.9182848999
L431,L93,4.62408153651
L437,L93,4.33946862064
L444,L93,4.13017801811
L445,L93,3.83720903421
L469,L93,3.31664988088
L483,L93,4.28633731302
L493,L93,4.0447068945
L495,L93,3.7097310981
L496,L93,3.35768934279
L511,L93,3.04192057693
L527,L93,1.9214185743
L529,L93,1.55033325618
L530,L93,1.12078973424
L540,L93,0.872244903544
L543,L93,7.1589772916
L554,L93,7.6039373293
L556,L93,6.43480202006
L560,L93,2.52412081905
L0,L93,1.62097183652
L7,L99,2.56025457654
L18,L99,2.007143978
L26,L99,7.33480475539
L33,L99,6.32973140245
L36,L99,5.84095123503
L38,L99,5.69120742351
L57,L99,5.67401833362
L62,L99,5.89434945875
L63,L99,6.12778855685
L70,L99,6.44165638014
L75,L99,6.67292852212
L76,L99,7.28134008803
L77,L99,7.66369164697
L78,L99,7.80153355369
L79,L99,8.7323589101
L80,L99,10.234505171
L81,L99,2.41499951819
L82,L99,3.31668497989
L91,L99,3.39758869828
L93,L99,3.28650888856
L99,L99,0
L102,L99,0.558434428035
L103,L99,1.42548442046
L106,L99,2.26020293367
L113,L99,7.97694663254
L116,L99,3.85314934386
L122,L99,3.97893616046
L128,L99,4.23693498664
L134,L99,4.50781633961
L135,L99,4.53762979615
L138,L99,4.76251978437
L139,L99,5.22070109694
L141,L99,5.71012253917
L145,L99,6.11882547415
L146,L99,6.66130350078
L147,L99,7.07131518607
L150,L99,7.46234216172
L151,L99,9.59936690365
L153,L99,9.35648639216
L154,L99,12.3780476208
L155,L99,11.7015339567
L156,L99,9.96174592977
L157,L99,9.72227453512
L159,L99,9.90157159354
L162,L99,10.9489589347
L168,L99,9.66803738634
L171,L99,9.3690350881
L173,L99,9.43196035349
L178,L99,9.38831942982
L179,L99,9.61029287343
L185,L99,9.29607674938
L186,L99,9.33149094836
L191,L99,9.3095276924
L203,L99,7.9521576821
L206,L99,7.69426508305
L213,L99,7.36412697908
L222,L99,7.03710790559
L227,L99,6.76317788621
L229,L99,5.2565441604
L231,L99,11.4863190852
L246,L99,10.9242855897
L247,L99,8.99224656295
L249,L99,8.70046651299
L252,L99,8.18236032827
L262,L99,7.9603569274
L271,L99,7.62668286021
L273,L99,7.47371669738
L274,L99,7.04286655475
L292,L99,6.86767471128
L299,L99,6.7520219445
L309,L99,6.79221038863
L310,L99,6.85599898217
L313,L99,7.04467188593
L315,L99,7.02391818337
L321,L99,6.99524368182
L323,L99,7.03029184031
L328,L99,2.68463832848
L333,L99,3.20492605432
L334,L99,3.96123231148
L336,L99,4.06923798458
L338,L99,4.28301570115
L349,L99,4.75829613071
L355,L99,9.57017500039
L361,L99,9.74941818442
L365,L99,10.3791625124
L370,L99,8.28292413226
L371,L99,7.6012211496
L375,L99,12.5124918584
L382,L99,13.0792886069
L385,L99,8.13467758868
L387,L99,7.21988072873
L392,L99,10.2622922645
L393,L99,10.5971380898
L402,L99,11.598054512
L408,L99,9.05733357088
L411,L99,8.91038575317
L412,L99,8.6932131927
L418,L99,8.51386677242
L423,L99,8.34261728592
L430,L99,7.78810026167
L431,L99,7.58174978207
L437,L99,7.36893364433
L444,L99,7.20809291342
L445,L99,6.99445308548
L469,L99,6.58605376185
L483,L99,6.28417621791
L493,L99,6.24791522618
L495,L99,6.01304792463
L496,L99,5.77524354454
L511,L99,5.54873150988
L527,L99,1.41485464517
L529,L99,1.75114710836
L530,L99,2.17256499049
L540,L99,2.47236805568
L543,L99,8.71208049633
L554,L99,9.17600823117
L556,L99,8.0387951761
L560,L99,4.24914020373
L0,L99,3.56935818301
L7,L102,2.43386236661
L18,L102,1.83780950973
L26,L102,7.1477893802
L33,L102,6.02986670848
L36,L102,5.44530338235
L38,L102,5.23810188231
L57,L102,5.17918484858
L62,L102,5.36308750163
L63,L102,5.58138425819
L70,L102,5.88466154471
L75,L102,6.11449458992
L76,L102,6.72719426907
L77,L102,7.11726451469
L78,L102,7.27003803786
L79,L102,8.20343787792
L80,L102,9.71415341987
L81,L102,2.72750603299
L82,L102,2.80262602283
L91,L102,2.86067810475
L93,L102,2.80258070289
L99,L102,0.558434428035
L102,L102,0
L103,L102,0.870402541041
L106,L102,1.70460890965
L113,L102,7.83800849833
L116,L102,3.4182963074
L122,L102,3.50152612209
L128,L102,3.73611144076
L134,L102,3.99101913778
L135,L102,3.99817323059
L138,L102,4.25568295573
L139,L102,4.72882023079
L141,L102,5.22884776973
L145,L102,5.63332195147
L146,L102,6.16716875674
L147,L102,6.57180984288
L150,L102,6.95676779823
L151,L102,9.04791967157
L153,L102,8.83072242209
L154,L102,11.8730418992
L155,L102,11.1920904263
L156,L102,9.40365819548
L157,L102,9.16626724228
L159,L102,9.36955763343
L162,L102,10.4341012534
L168,L102,9.13431715733
L171,L102,8.8131078037
L173,L102,8.87941908779
L178,L102,8.84174733934
L179,L102,9.0687853349
L185,L102,8.73765648024
L186,L102,8.77385056405
L191,L102,8.75269561678
L203,L102,7.43260378402
L206,L102,7.18615959538
L213,L102,6.8665159246
L222,L102,6.55360435446
L227,L102,6.29688447424
L229,L102,4.9240203409
L231,L102,10.9402710948
L246,L102,10.3766394744
L247,L102,8.4365624333
L249,L102,8.14315080156
L252,L102,7.62400644338
L262,L102,7.40200214885
L271,L102,7.0685145009
L273,L102,6.91638074101
L274,L102,6.49238792005
L292,L102,6.32235382218
L299,L102,6.21335261309
L309,L102,6.26636117068
L310,L102,6.33979107154
L313,L102,6.58110977907
L315,L102,6.58062824787
L321,L102,6.57032969773
L323,L102,6.62870122881
L328,L102,2.12827440294
L333,L102,2.64680072206
L334,L102,3.40284533344
L336,L102,3.51170380135
L338,L102,3.73375284571
L349,L102,4.21972184742
L355,L102,9.06195763872
L361,L102,9.20825453099
L365,L102,9.99876091817
L370,L102,7.72579248588
L371,L102,7.24006576551
L375,L102,11.9820311675
L382,L102,12.5440068674
L385,L102,7.79466424411
L387,L102,6.84160440361
L392,L102,9.73046841003
L393,L102,10.0655613553
L402,L102,11.0671021797
L408,L102,8.51881698749
L411,L102,8.36687919934
L412,L102,8.14299341204
L418,L102,7.95926545824
L423,L102,7.78510293356
L430,L102,7.23179858349
L431,L102,7.02868480927
L437,L102,6.82006992297
L444,L102,6.66311145487
L445,L102,6.45829852033
L469,L102,6.07703437368
L483,L102,5.7390943248
L493,L102,5.69542234496
L495,L102,5.45740757801
L496,L102,5.21743271246
L511,L102,4.9902989448
L527,L102,1.0417032095
L529,L102,1.31517271389
L530,L102,1.68179483098
L540,L102,1.96176730129
L543,L102,8.20652097855
L554,L102,8.67108994004
L556,L102,7.52596856089
L560,L102,3.69856744486
L0,L102,3.01094521097
L7,L103,2.60332751096
L18,L103,2.01326409225
L26,L103,6.81825004222
L33,L103,5.53257912682
L36,L103,4.7989180934
L38,L103,4.50074373033
L57,L103,4.37749578688
L62,L103,4.51104711555
L63,L103,4.71408436924
L70,L103,5.0164342541
L75,L103,5.25427090058
L76,L103,5.89276081717
L77,L103,6.3087747075
L78,L103,6.50328710529
L79,L103,7.44125774345
L80,L103,8.97025107843
L81,L103,3.26224196118
L82,L103,1.9871637412
L91,L103,2.00695210532
L93,L103,2.04378961209
L99,L103,1.42548442046
L102,L103,0.870402541041
L103,L103,0
L106,L103,0.834726345602
L113,L103,7.57741507475
L116,L103,2.9322043669
L122,L103,2.90852085912
L128,L103,3.07627683846
L134,L103,3.28330661801
L135,L103,3.22273733005
L138,L103,3.57155516673
L139,L103,4.07684770395
L141,L103,4.59671706334
L145,L103,4.98740120275
L146,L103,5.49702009136
L147,L103,5.88665932602
L150,L103,6.25542627025
L151,L103,8.17776575795
L153,L103,8.07524384927
L154,L103,11.1610031702
L155,L103,10.4711129278
L156,L103,8.53845227412
L157,L103,8.2968108818
L159,L103,8.59755960013
L162,L103,9.70191978953
L168,L103,8.35828118844
L171,L103,7.9699223025
L173,L103,8.0492984753
L178,L103,8.03074895857
L179,L103,8.27207419988
L185,L103,7.87778238077
L186,L103,7.92182029494
L191,L103,7.88416649946
L203,L103,6.59240810286
L206,L103,6.36078041905
L213,L103,6.0558294502
L222,L103,5.76364161368
L227,L103,5.53321824605
L229,L103,4.38923968751
L231,L103,10.1292239667
L246,L103,9.56126291851
L247,L103,7.59460690717
L249,L103,7.29329847976
L252,L103,6.76100289265
L262,L103,6.53903681427
L271,L103,6.20393124237
L273,L103,6.04879250813
L274,L103,5.62262437918
L292,L103,5.4556831411
L299,L103,5.35256810554
L309,L103,5.41973605979
L310,L103,5.50513398828
L313,L103,5.82038940487
L315,L103,5.85056606163
L321,L103,5.8686243895
L323,L103,5.96302930608
L328,L103,1.25927414412
L333,L103,1.78336642007
L334,L103,2.54633434166
L336,L103,2.64493460212
L338,L103,2.86501011622
L349,L103,3.36065532429
L355,L103,8.34772116793
L361,L103,8.3443430279
L365,L103,9.35060953424
L370,L103,6.8577700364
L371,L103,6.633794627
L375,L103,11.2110472733
L382,L103,11.7606470394
L385,L103,7.21791874196
L387,L103,6.21113640403
L392,L103,8.95846663377
L393,L103,9.29376259385
L402,L103,10.2957565677
L408,L103,7.73098638607
L411,L103,7.56535553933
L412,L103,7.32126771651
L418,L103,7.12205857392
L423,L103,6.93417994125
L430,L103,6.36261738587
L431,L103,6.15828925286
L437,L103,5.95103565276
L444,L103,5.79662414418
L445,L103,5.59991974803
L469,L103,5.25238997887
L483,L103,4.93759301025
L493,L103,4.86872681491
L495,L103,4.61794870925
L496,L103,4.365819796
L511,L103,4.13066617988
L527,L103,0.832168004157
L529,L103,0.822118900486
L530,L103,0.962450240816
L540,L103,1.17313680131
L543,L103,7.50069256894
L554,L103,7.96541217334
L556,L103,6.80517806834
L560,L103,2.88558403178
L0,L103,2.15098872847
L7,L106,2.96930581221
L18,L106,2.44364414056
L26,L106,6.63584583234
L33,L106,5.18791622476
L36,L106,4.28850523305
L38,L106,3.87470134015
L57,L106,3.66048982594
L62,L106,3.71434256887
L63,L106,3.88945737194
L70,L106,4.18207812503
L75,L106,4.42618944603
L76,L106,5.09046588331
L77,L106,5.5336516104
L78,L106,5.77334491397
L79,L106,6.71285411843
L80,L106,8.25681472758
L81,L106,3.91475511603
L82,L106,1.30303881252
L91,L106,1.22813592318
L93,L106,1.47425845264
L99,L106,2.26020293367
L102,L106,1.70460890965
L103,L106,0.834726345601
L106,L106,0
L113,L106,7.45635228891
L116,L106,2.61693685733
L122,L106,2.4595430889
L128,L106,2.52956957505
L134,L106,2.66423104292
L135,L106,2.51216144151
L138,L106,2.97508208893
L139,L106,3.50781798297
L141,L106,4.04050817016
L145,L106,4.40830936457
L146,L106,4.88328645027
L147,L106,5.25196692527
L150,L106,5.59958260729
L151,L106,7.34562076971
L153,L106,7.3520545421
L154,L106,10.4754484494
L155,L106,9.77785818587
L156,L106,7.70570056043
L157,L106,7.46208460618
L159,L106,7.85575936392
L162,L106,8.99886619006
L168,L106,7.61278910422
L171,L106,7.15653898503
L173,L106,7.24869944721
L178,L106,7.24958344589
L179,L106,7.50526065447
L185,L106,7.04918142709
L186,L106,7.1001191648
L191,L106,7.04962209293
L203,L106,5.80913068596
L206,L106,5.59900834788
L213,L106,5.31550986063
L222,L106,5.05318621021
L227,L106,4.85992849019
L229,L106,4.0272637116
L231,L106,9.34562471172
L246,L106,8.77390026118
L247,L106,6.78267375755
L249,L106,6.47392883765
L252,L106,5.93006147465
L262,L106,5.7081670426
L271,L106,5.37185307618
L273,L106,5.21471536612
L274,L106,4.79191528102
L292,L106,4.63188467029
L299,L106,4.53947670804
L309,L106,4.62934619966
L310,L106,4.73258834297
L313,L106,5.14886658178
L315,L106,5.21890359723
L321,L106,5.27307484669
L323,L106,5.41157810067
L328,L106,0.42528533533
L333,L106,0.957244277426
L334,L106,1.72695094394
L336,L106,1.81211606982
L338,L106,2.03872680594
L349,L106,2.55516291581
L355,L106,7.66725625918
L361,L106,7.52422590271
L365,L106,8.79633792655
L370,L106,6.02344647471
L371,L106,6.14674665296
L375,L106,10.4660864324
L382,L106,11.0028260691
L385,L106,6.75944373176
L387,L106,5.69985808137
L392,L106,8.21592840898
L393,L106,8.5508061675
L402,L106,9.5516442631
L408,L106,6.97451342422
L411,L106,6.79482583213
L412,L106,6.53007434947
L418,L106,6.31525832205
L423,L106,6.11399297108
L430,L106,5.52791514451
L431,L106,5.32495383153
L437,L106,5.12211481417
L444,L106,4.97300414554
L445,L106,4.79056287028
L469,L106,4.49556988727
L483,L106,4.17547495722
L493,L106,4.0774966499
L495,L106,3.81277492849
L496,L106,3.54744288998
L511,L106,3.303938159
L527,L106,1.34359183018
L529,L106,1.0748243068
L530,L106,0.764693319796
L540,L106,0.695097313748
L543,L106,6.83266528108
L554,L106,7.29549443214
L556,L106,6.12438241876
L560,L106,2.12739002427
L0,L106,1.32849113978
L7,L113,10.1682045043
L18,L113,9.56728278413
L26,L113,0.953053075364
L33,L113,2.79439848323
L36,L113,4.20005626622
L38,L113,5.10018212552
L57,L113,5.87497049346
L62,L113,6.82218200416
L63,L113,7.46367244339
L70,L113,8.33595064698
L75,L113,8.84913872069
L76,L113,9.87002975955
L77,L113,10.5799001166
L78,L113,11.2422174073
L79,L113,12.0064550976
L80,L113,13.4446984808
L81,L113,6.49975911695
L82,L113,6.51929771316
L91,L113,6.87638632734
L93,L113,6.17765614496
L99,L113,7.97694663254
L102,L113,7.83800849833
L103,L113,7.57741507475
L106,L113,7.45635228891
L113,L113,0
L116,L113,9.96585527856
L122,L113,9.66758058159
L128,L113,9.5495530724
L134,L113,9.46687909238
L135,L113,9.01630617835
L138,L113,9.77721179224
L139,L113,10.2928380043
L141,L113,10.7802573185
L145,L113,11.0117394777
L146,L113,11.2671073215
L147,L113,11.4723930279
L150,L113,11.643488708
L151,L113,9.52149953727
L153,L113,12.583542339
L154,L113,15.6695007868
L155,L113,14.9710588572
L156,L113,10.6261122209
L157,L113,10.0593514934
L159,L113,12.805719017
L162,L113,14.1890151516
L168,L113,12.5617328724
L171,L113,11.0750913812
L173,L113,11.442612975
L178,L113,11.7909203357
L179,L113,12.2049525413
L185,L113,10.4529005198
L186,L113,10.7805488775
L191,L113,9.90564893372
L203,L113,7.09333427236
L206,L113,6.62883544735
L213,L113,6.22284868095
L222,L113,5.78420244947
L227,L113,5.35391334856
L229,L113,3.72580010872
L231,L113,13.4531978646
L246,L113,12.9100167986
L247,L113,10.839352437
L249,L113,10.4145164414
L252,L113,9.57963040584
L262,L113,9.44731411152
L271,L113,9.16928538054
L273,L113,8.89205317609
L274,L113,8.03702476598
L292,L113,7.67298343643
L299,L113,7.32978708397
L309,L113,6.87556634501
L310,L113,6.59425481715
L313,L113,5.33750629677
L315,L113,4.91686606349
L321,L113,4.56128170813
L323,L113,4.14114548948
L328,L113,7.46082607339
L333,L113,7.61749730088
L334,L113,7.89040103472
L336,L113,7.65816413308
L338,L113,7.20821909223
L349,L113,6.88750127888
L355,L113,13.2268039125
L361,L113,8.96454292343
L365,L113,4.9771912045
L370,L113,9.31359036953
L371,L113,3.46577895513
L375,L113,15.0081999297
L382,L113,15.3016213009
L385,L113,3.17826033318
L387,L113,3.74082226079
L392,L113,13.098593631
L393,L113,13.376380253
L402,L113,14.2201970037
L408,L113,11.9132335265
L411,L113,11.5909752379
L412,L113,11.0766043293
L418,L113,10.6229882493
L423,L113,10.1431015582
L430,L113,8.9098774841
L431,L113,8.47896262788
L437,L113,8.08348105214
L444,L113,7.79591765873
L445,L113,7.31522784462
L469,L113,6.32441410331
L483,L113,9.77162526979
L493,L113,9.38894117183
L495,L113,9.03628677743
L496,L113,8.6621048563
L511,L113,8.34845805332
L527,L113,6.86066612579
L529,L113,6.75607952245
L530,L113,6.74978778037
L540,L113,6.76368410765
L543,L113,12.6031366352
L554,L113,12.986473743
L556,L113,11.9168885083
L560,L113,8.54252703994
L0,L113,7.73917369011
L7,L116,2.27046033051
L18,L116,2.29511655565
L26,L116,9.1014496324
L33,L116,7.49809741463
L36,L116,6.35985303149
L38,L116,5.69450295538
L57,L116,5.17848886217
L62,L116,4.73516502348
L63,L116,4.52946141199
L70,L116,4.28648372705
L75,L116,4.22204793393
L76,L116,4.35351525786
L77,L116,4.46406780479
L78,L116,4.34127335577
L79,L116,5.20790531
L80,L116,6.60136813652
L81,L116,6.1260533259
L82,L116,3.46462350223
L91,L116,3.13626391267
L93,L116,3.79214611363
L99,L116,3.85314934386
L102,L116,3.4182963074
L103,L116,2.9322043669
L106,L116,2.61693685733
L113,L116,9.96585527856
L116,L116,0
L122,L116,0.49942488723
L128,L116,0.905024823841
L134,L116,1.28801656723
L135,L116,1.74517041602
L138,L116,1.31875052944
L139,L116,1.55266063953
L141,L116,1.94691450224
L145,L116,2.36194585304
L146,L116,2.93206072866
L147,L116,3.36072741993
L150,L116,3.77845798217
L151,L116,7.39381149134
L153,L116,5.78451994134
L154,L116,8.63579727196
L155,L116,7.98471846762
L156,L116,7.3281218792
L157,L116,7.28949888765
L159,L116,6.38206554071
L162,L116,7.26934866633
L168,L116,6.17347954414
L171,L116,6.37788662519
L173,L116,6.29971458336
L178,L116,6.10381773258
L179,L116,6.22531045421
L185,L116,6.56848904529
L186,L116,6.46208430278
L191,L116,6.84591762151
L203,L116,6.68170642273
L206,L116,6.65058127917
L213,L116,6.52502536343
L222,L116,6.44076560628
L227,L116,6.42341518071
L229,L116,6.3607533258
L231,L116,8.13377139839
L246,L116,7.61598099722
L247,L116,6.00835913234
L249,L116,5.83960839878
L252,L116,5.61379268074
L262,L116,5.41213605281
L271,L116,5.15959595749
L273,L116,5.13285323261
L274,L116,5.13666819898
L292,L116,5.16424851417
L299,L116,5.25056336931
L309,L116,5.56638636155
L310,L116,5.79762088252
L313,L116,6.69487218591
L315,L116,6.90337876001
L321,L116,7.06681926257
L323,L116,7.31782890372
L328,L116,2.51755879624
L333,L116,2.37301968655
L334,L116,2.38338854092
L336,L116,2.6651560584
L338,L116,3.19553298895
L349,L116,3.76909177184
L355,L116,5.86538318476
L361,L116,7.85205001645
L365,L116,10.5630524203
L370,L116,5.87571448998
L371,L116,8.17071732575
L375,L116,8.93845537247
L382,L116,9.5489427057
L385,L116,8.82252180879
L387,L116,7.68875638555
L392,L116,6.73347343054
L393,L116,7.05965240086
L402,L116,8.03931009349
L408,L116,5.64371741393
L411,L116,5.58417194775
L412,L116,5.52680534963
L418,L116,5.50731956053
L423,L116,5.52497905735
L430,L116,5.49600695623
L431,L116,5.49359032473
L437,L116,5.47528643508
L444,L116,5.46248116334
L445,L116,5.51428610017
L469,L116,5.69364143014
L483,L116,3.1875964307
L493,L116,3.38319655108
L495,L116,3.34135080154
L496,L116,3.33626676197
L511,L116,3.32511694258
L527,L116,3.74882998357
L529,L116,3.60769190176
L530,L116,3.38118894741
L540,L116,3.26545240996
L543,L116,5.00356443977
L554,L116,5.45777826198
L556,L116,4.38992480847
L560,L116,1.94370128284
L0,L116,2.34831115982
L7,L122,2.6761621026
L18,L122,2.61746306052
L26,L122,8.78704813893
L33,L122,7.14391094005
L36,L122,5.96646313785
L38,L122,5.27195298335
L57,L122,4.72955082908
L62,L122,4.25469397855
L63,L122,4.03474510734
L70,L122,3.78810422706
L75,L122,3.73182537726
L76,L122,3.90226879129
L77,L122,4.0549714691
L78,L122,3.9924295899
L79,L122,4.88548460879
L80,L122,6.32485568608
L81,L122,6.15839245658
L82,L122,3.14837468716
L91,L122,2.79827504566
L93,L122,3.49293672205
L99,L122,3.97893616046
L102,L122,3.50152612209
L103,L122,2.90852085912
L106,L122,2.4595430889
L113,L122,9.66758058159
L116,L122,0.499424887229
L122,L122,0
L128,L122,0.416597794908
L134,L122,0.805025199656
L135,L122,1.24577783397
L138,L122,0.896078109899
L139,L122,1.25547073535
L141,L122,1.73119685823
L145,L122,2.14101261101
L146,L122,2.69154575208
L147,L122,3.1099709802
L150,L122,3.51433619908
L151,L122,6.90683571413
L153,L122,5.48143791642
L154,L122,8.41627643074
L155,L122,7.75015137565
L156,L122,6.86724936931
L157,L122,6.81393142254
L159,L122,6.06391858299
L162,L122,7.01495549667
L168,L122,5.84672871137
L171,L122,5.950583902
L173,L122,5.89306222921
L178,L122,5.72424997449
L179,L122,5.86910521885
L185,L122,6.11240532656
L186,L122,6.02011927788
L191,L122,6.37056308713
L203,L122,6.18613355239
L206,L122,6.16085755856
L213,L122,6.04318341649
L222,L122,5.97047781453
L227,L122,5.96728541299
L229,L122,6.02055406634
L231,L122,7.77799365638
L246,L122,7.24865951536
L247,L122,5.57783082922
L249,L122,5.39292351103
L252,L122,5.13938949217
L262,L122,4.93513771249
L271,L122,4.67613035834
L273,L122,4.64310686761
L274,L122,4.63736181404
L292,L122,4.6655126756
L299,L122,4.75470783254
L309,L122,5.07634453409
L310,L122,5.31194232405
L313,L122,6.2354779297
L315,L122,6.45559303453
L321,L122,6.62976064602
L323,L122,6.89302198146
L328,L122,2.28519199872
L333,L122,2.05013196978
L334,L122,1.94820414639
L336,L122,2.22815908619
L338,L122,2.75915093241
L349,L122,3.3181569869
L355,L122,5.62044943886
L361,L122,7.35641005264
L365,L122,10.1099646308
L370,L122,5.3927521221
L371,L122,7.75792945649
L375,L122,8.64570511319
L382,L122,9.24341005774
L385,L122,8.4129670966
L387,L122,7.27322676766
L392,L122,6.4196797027
L393,L122,6.74980884764
L402,L122,7.73934130253
L408,L122,5.29146871593
L411,L122,5.21037580468
L412,L122,5.12090787552
L418,L122,5.07642110815
L423,L122,5.07149926207
L430,L122,5.00593688344
L431,L122,4.99726581516
L437,L122,4.97618202322
L444,L122,4.96315290204
L445,L122,5.01793796031
L469,L122,5.21565652991
L483,L122,2.74355892291
L493,L122,2.91306340824
L495,L122,2.85511949657
L496,L122,2.83969478851
L511,L122,2.82569213714
L527,L122,3.69172464156
L529,L122,3.50420466137
L530,L122,3.21781175635
L540,L122,3.05837865094
L543,L122,4.75828331964
L554,L122,5.21930262655
L556,L122,4.11144728777
L560,L122,1.46192679802
L0,L122,1.96585492756
L7,L128,3.0811314763
L18,L128,2.99277543203
L26,L128,8.65402885145
L33,L128,6.9718488445
L36,L128,5.75230032873
L38,L128,5.02308906651
L57,L128,4.44544949152
L62,L128,3.91882141112
L63,L128,3.66554599768
L70,L128,3.38519330639
L75,L128,3.31790136807
L76,L128,3.49147657734
L77,L128,3.66392074845
L78,L128,3.63904622504
L79,L128,4.5467096727
L80,L128,6.01364939783
L81,L128,6.3385184115
L82,L128,3.04548550289
L91,L128,2.67679101774
L93,L128,3.40360062188
L99,L128,4.23693498664
L102,L128,3.73611144076
L103,L128,3.07627683846
L106,L128,2.52956957505
L113,L128,9.5495530724
L116,L128,0.905024823841
L122,L128,0.416597794908
L128,L128,0
L134,L128,0.388530614515
L135,L128,0.856331526558
L138,L128,0.533369346958
L139,L128,1.00079611873
L141,L128,1.52282408004
L145,L128,1.91131962466
L146,L128,2.43212838639
L147,L128,2.83598021153
L150,L128,3.22556749902
L151,L128,6.49165155545
L153,L128,5.15406545141
L154,L128,8.1411438468
L155,L128,7.46545348686
L156,L128,6.45276887473
L157,L128,6.39735505189
L159,L128,5.72491758157
L162,L128,6.71768540073
L168,L128,5.50250215726
L171,L128,5.54833361081
L173,L128,5.50089747612
L178,L128,5.34726225735
L179,L128,5.505979472
L185,L128,5.69926777981
L186,L128,5.61172910563
L191,L128,5.95399751026
L203,L128,5.8120583005
L206,L128,5.8023037353
L213,L128,5.70131439101
L222,L128,5.64948199625
L227,L128,5.66889535403
L229,L128,5.86776855512
L231,L128,7.41273902597
L246,L128,6.87706648108
L247,L128,5.17436307099
L249,L128,4.98302139485
L252,L128,4.72289376986
L262,L128,4.51854346299
L271,L128,4.25999486346
L273,L128,4.22898354662
